Restaurant_id,Name,Cuisine Style,Rating
R216,Norman,"['Italian', 'American', 'Steakhouse', 'Pizza', 'Mediterranean', 'Barbecue', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R217,Burger Wave,"['American', 'Bar', 'Fast Food', 'Australian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R218,Albufera,"['Seafood', 'Mediterranean', 'Spanish', 'Vegetarian Friendly']",4.0
R219,Temakinho Brera,"['Japanese', 'Brazilian', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R220,Nordic Grill Milano,"['Italian', 'Steakhouse', 'Barbecue', 'Contemporary', 'Gluten Free Options']",4.0
R221,Biif Burger Ham & Pizza,"['Italian', 'American', 'Pizza', 'Barbecue', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R222,Clotilde Bistrot,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R223,Ristorante Warsa,"['African', 'Vegetarian Friendly', 'Vegan Options']",4.0
R224,Osaka,"['Japanese', 'Sushi', 'Asian', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",4.0
R225,Mun Fine Asian Kitchen,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R226,Filippo La Mantia,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R227,DAGLI AMICI DI PATTY,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.5
R228,Lovster & Co,"['Italian', 'Seafood', 'European', 'Gluten Free Options']",4.0
R229,Burger Bar,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",4.5
R230,Casa Lodi,"['Italian', 'Mediterranean', 'European', 'Delicatessen', 'Gastropub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R231,Rossopomodoro,"['Seafood', 'Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R232,Damm-Atra,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R233,BYS Milano,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R234,Pizzaclub No Limits,"['Pizza', 'Vegetarian Friendly']",4.0
R235,La Prosciutteria Milano Navigli,"['Italian', 'Mediterranean', 'European']",4.5
R236,Ciccio Pizza,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R237,Universo Vegano,"['Italian', 'Pizza', 'Fast Food', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R238,MARGHE - Via Cadore,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R239,Al Paradiso della Pizza,"['Italian', 'Pizza', 'Vegetarian Friendly']",4.5
R240,L'isola del tesoro,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R241,Osteria Al Portone,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.5
R242,Baobab Organic Burger,"['Italian', 'American', 'Bar', 'Barbecue', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R243,The Meatball Family,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R244,Trotter,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R245,Sushi Li,"['Japanese', 'Seafood', 'Sushi', 'Asian']",4.5
R246,Osteria di Brera,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R247,Osteria Della Via Appia,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R248,Osteria La Vecchia Lira,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R249,Just India,"['Indian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R250,Antica Osteria il Ronchettino,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R251,Ristorante Santo Bevitore,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R252,Langosteria Cafe Milano,"['Italian', 'Seafood', 'Mediterranean', 'Gluten Free Options']",4.0
R253,Dongio',"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R254,Temakinho Navigli,"['Japanese', 'Brazilian', 'Seafood', 'Sushi', 'Asian', 'South American', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R255,Macelleria Equina Pellegrini,"['Italian', 'Steakhouse', 'Barbecue']",4.5
R256,L'Oca Giuliva,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R257,Taglieri e Bicchieri,"['Italian', 'Mediterranean', 'European', 'Wine Bar', 'Brew Pub', 'Vegetarian Friendly', 'Vegan Options']",4.5
R258,Trattoria dei Magnani Al Cantinone,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R259,Da Cecco,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R260,"Sciura Maria Panzerotti Via Cenisio, 36","['Mediterranean', 'Italian', 'Fast Food', 'Delicatessen', 'Vegetarian Friendly']",4.5
R261,L'Angolo di Casa,"['Italian', 'Seafood', 'Mediterranean', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R262,Zio Pesce,"['Italian', 'Seafood', 'Mediterranean', 'Soups', 'Gluten Free Options']",4.0
R263,S.P.I.B. Pizza,"['Italian', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']",4.5
R264,La Mongolfiera,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.5
R265,Cantine Milano,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R266,Kisen,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R267,Nobu Milano,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R268,Trattoria del Pescatore,"['Italian', 'Seafood', 'Mediterranean', 'Gluten Free Options']",4.0
R269,Hosteria della Musica,"['Italian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R270,Canter 1920,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R271,Locanda del Menarost,"['Italian', 'Vegetarian Friendly']",4.0
R272,Maido,"['Japanese', 'Fast Food', 'Asian', 'Vegetarian Friendly']",4.0
R273,Ristorante Piazza Repubblica,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R274,Al Conte Ugolino,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R275,Yang Sushi and Fusion,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R276,Cracco,"['Italian', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R277,Osteria Del Borgo Antico,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.5
R278,Trattoria Bolognese da Mauro,"['Italian', 'Vegetarian Friendly']",4.0
R279,Nottingham Forest Cocktail Bar,,4.0
R280,a'Mare Restaurant,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Gluten Free Options']",4.0
R281,SHIZEN Japanese Fusion Restaurant,"['Chinese', 'Japanese', 'Fusion', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R282,Ristorante Rifugio,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R283,Miscusi,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R284,Johnny Take Ue',"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.5
R285,Izu,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Soups', 'Contemporary', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R286,Piccolo Sogno,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Soups']",4.5
R287,BistroBio,"['Italian', 'Delicatessen', 'Vegan Options', 'Gluten Free Options']",4.5
R288,NUN Taste of Middle East,"['Lebanese', 'Fast Food', 'Mediterranean', 'Middle Eastern', 'Israeli', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",4.0
R289,Enoteca Regionale Lombarda,"['Italian', 'Mediterranean', 'European', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options']",4.5
R290,Wang Jiao Milano,"['Chinese', 'Seafood', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R291,Zio Pesce,"['Italian', 'Seafood', 'Mediterranean', 'Soups', 'Gluten Free Options']",4.0
R292,Ham Holy Burger,"['Italian', 'American', 'Fast Food', 'Barbecue', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R293,Unico Milano,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R294,Maio Restaurant,"['Italian', 'Mediterranean', 'European', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R295,Convivium,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R296,Noi Pesce,"['Italian', 'Seafood', 'Asian', 'Fusion', 'Mediterranean', 'Vegetarian Friendly']",4.0
R297,Bottega del Ramen,"['Japanese', 'Vegetarian Friendly', 'Vegan Options']",4.0
R298,Piano,"['Italian', 'Delicatessen', 'Gastropub', 'Street Food', 'Vegetarian Friendly']",4.5
R299,ALventicinque,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.5
R300,la bettola di piero,['Italian'],4.0
R301,Ristorante i Tesori del Mare,"['Italian', 'Seafood', 'Mediterranean']",4.5
R302,Blue Ginger,"['Chinese', 'Japanese', 'Sushi', 'Asian', 'Thai', 'Vietnamese', 'Soups', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R303,Joe Cipolla,"['Italian', 'Steakhouse', 'Barbecue', 'Gluten Free Options']",4.0
R304,Innocenti Evasioni,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R305,Arepa'z,"['Latin', 'Venezuelan', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R306,Mag Cafe,"['Bar', 'Cafe', 'International']",4.0
R307,Barbacoa,"['Brazilian', 'Barbecue', 'South American', 'Gluten Free Options']",4.0
R308,Finger's Garden,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R309,Azzurra Grill,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R310,Trattoria del Nuovo Macello,"['Italian', 'Vegetarian Friendly']",4.0
R311,Hamerica's Milano Ticinese,"['American', 'Bar', 'Fast Food', 'Barbecue', 'Central American']",4.0
R312,La Bracioleria,"['Italian', 'Mediterranean', 'Barbecue', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R313,Antica Trattoria Salutati,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R314,Ristorante La Cantinetta,"['Italian', 'Steakhouse', 'Mediterranean', 'Barbecue', 'Grill']",4.0
R315,Tropi & Co Pizza Club,"['Pizza', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R316,Nu,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Asian', 'Vietnamese', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R317,Bianca,"['Italian', 'Seafood', 'Mediterranean', 'European']",4.5
R318,Da Giannino - L'angolo d'Abruzzo,"['Italian', 'Mediterranean', 'Contemporary', 'Vegetarian Friendly']",4.0
R319,Osteria da Zio Nini Friggitoria,"['Italian', 'Seafood', 'Mediterranean', 'Soups']",4.0
R320,Paper Moon,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R321,Mu Sushi Fusion Restaurant,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Middle Eastern']",4.5
R322,Stravagario Bistrot,"['Italian', 'Mediterranean', 'European']",4.5
R323,La Taverna dei Golosi,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R324,Mama Rosa,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R325,Ristorante Ampere 57,"['Italian', 'Seafood', 'Mediterranean']",4.5
R326,Al coniglio bianco,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R327,Al Garghet,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R328,GAM Bistrot Coreano,"['Asian', 'Korean', 'Vegetarian Friendly']",4.0
R329,Finger's,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R330,Posto di conversazione,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R331,La Quarta Carbonaia,"['Italian', 'Steakhouse', 'Mediterranean', 'Barbecue', 'Gluten Free Options']",4.0
R332,Antica pizza fritta da zia Esterina Sorbillo,['Pizza'],4.0
R333,Le vent du nord,"['Belgian', 'Bar', 'Seafood', 'European']",4.0
R334,Trattoria Caprese Milano Cassala,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R335,Maison Milano,"['Italian', 'Bar', 'Seafood', 'Mediterranean', 'European', 'Spanish', 'Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R336,Amici della Pizza,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R337,Solo Pizza Cafe,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R338,Seven,"['Italian', 'Steakhouse', 'Barbecue', 'Grill', 'Gluten Free Options']",4.0
R339,Amalfitana,"['Italian', 'Vegetarian Friendly']",4.5
R340,La Coccinella,"['Italian', 'Pizza', 'Vegetarian Friendly']",4.5
R341,Savini Tartufi Truffle Restaurant,"['Italian', 'Vegetarian Friendly']",4.5
R342,Tano Passami L'olio,"['Italian', 'Seafood', 'European', 'Mediterranean']",4.5
R343,ITAshi,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",4.5
R344,Manhattan,"['Italian', 'Bar', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R345,Pizzeria di Porta Garibaldi,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R346,Osteria al 55,"['Italian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R347,Osteria Italiana,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R348,Izakaya Sampei,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R349,Il Tavolino,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R350,Nero 9,['Italian'],5.0
R351,Piaceri Di Patata,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R352,Sant'Eustorgio,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R353,CIZ Cantina e Cucina,"['Italian', 'Seafood', 'Mediterranean', 'Contemporary', 'Vegetarian Friendly']",4.5
R354,Pasta B Jinghua,"['Chinese', 'Asian', 'Thai', 'Singaporean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R355,Cafe Madeira Milano,"['Bar', 'Mediterranean', 'Pub', 'Italian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R356,Vala Banco e Cucina,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R357,Copacabana Brazilian Sushi,"['Japanese', 'Brazilian', 'Sushi', 'Fusion', 'South American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R358,Trulli Love,"['Italian', 'Contemporary', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R359,Bon Thon - Fish & Cocktails,"['Italian', 'Seafood', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R360,Arrow's,"['Italian', 'Seafood', 'Mediterranean', 'European']",4.0
R361,Be Bop,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R362,Osteria della Stazione L'Originale,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R363,Armani Ristorante,"['Italian', 'Seafood', 'European', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R364,Olei,"['Mediterranean', 'Seafood', 'European', 'Vegetarian Friendly']",4.5
R365,Bicerin Milano,"['Mediterranean', 'European', 'Wine Bar', 'Vegetarian Friendly']",4.5
R366,Jam Grill House,"['Italian', 'Steakhouse', 'Grill', 'Gluten Free Options']",4.0
R367,Panzarotti,"['Italian', 'Fast Food', 'Delicatessen', 'Pub', 'Gastropub', 'Street Food', 'Vegetarian Friendly']",4.5
R368,Acanto Restaurant,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R369,Mizuki,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Vegetarian Friendly']",4.0
R370,5th Avenue,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R371,La Taverna Gourmet,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R372,La Taverna Ristorante & Pizzeria Napoletana,"['Italian', 'Pizza']",4.0
R373,Chic'n Quick Trattoria Moderna,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R374,La Dogana del Buongusto,"['Italian', 'Mediterranean', 'European', 'Wine Bar', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R375,Prog,,4.5
R376,Bussarakham,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R377,Al Pulentin,"['Italian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R378,Restaurant Pizzeria Maruzzella,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",4.0
R379,Muu House - Steak & Grain,"['Italian', 'Steakhouse', 'Pizza', 'Barbecue', 'Gluten Free Options']",4.0
R380,Un'Altra Pasta,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.5
R381,Bab,"['Asian', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",4.5
R382,Kate Away,"['Italian', 'Cafe', 'Delicatessen', 'Contemporary', 'Street Food', 'Vegetarian Friendly']",5.0
R383,San Glicerio 1,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R384,La Perla d'Oro,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R385,Ham Holy Burger,"['Italian', 'American', 'Bar', 'Fast Food', 'Barbecue', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R386,Al 395,['Italian'],4.0
R387,Ham Holy Burger,"['Bar', 'Fast Food', 'Barbecue', 'European', 'Pub', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R388,Thai Gallery,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R389,Burn I Macellai,"['Italian', 'Steakhouse', 'Gluten Free Options']",4.0
R390,Trattoria della Gloria,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R391,Al Valentino,"['Mediterranean', 'Italian', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R392,Al Pont de Ferr,"['Italian', 'Mediterranean', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R393,Bice,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R394,Carlo e Camilla in Segheria,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R395,Trattoria Masuelli San Marco,"['Italian', 'Vegetarian Friendly']",4.0
R396,Ristorante Manna,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R397,LUME,"['Italian', 'International', 'Mediterranean', 'Contemporary', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R398,Al Cuoco di Bordo,"['Italian', 'Seafood', 'Mediterranean', 'Soups']",4.0
R399,Pane e Vino,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R400,DOU Asian Passion,"['Chinese', 'Asian', 'Thai', 'Fusion', 'Vegetarian Friendly', 'Vegan Options']",4.0
R401,Maison Bretonne,"['French', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R402,Montecristo,"['Italian', 'Seafood', 'Mediterranean']",4.5
R403,Fish Dancer,"['Italian', 'Seafood', 'Mediterranean', 'Soups']",4.0
R404,Ristorante Daniel,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R405,Burger Prime Bar,"['Italian', 'American', 'Bar', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R406,Sciatt a Porter,"['Italian', 'Vegetarian Friendly']",4.0
R407,Bracelleria Osteria & Macelleria,['Italian'],4.0
R408,Ristorante Pier 52,"['Seafood', 'Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R409,Dim Sum,"['Chinese', 'Seafood', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R410,Sumire,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Soups', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R411,Nonna Maria Osteria,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R412,Prime One Seven,"['Italian', 'American', 'Vegetarian Friendly', 'Vegan Options']",4.5
R413,La Pizzeria Nazionale,"['Italian', 'Pizza', 'Vegetarian Friendly']",4.0
R414,Oren,"['Chinese', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R415,Ristorante Shri Ganesh,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R416,Al Padellone,"['Italian', 'Steakhouse', 'Pizza', 'Mediterranean', 'Barbecue']",4.0
R417,Bottega Valtellina 18,"['Italian', 'Pizza', 'Mediterranean', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R418,Volemose Bene,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R419,Ristorante Basilio,"['Mediterranean', 'Italian', 'Seafood', 'Gluten Free Options']",4.5
R420,Tigella's,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R421,Osteria la Bistecca,"['Italian', 'Steakhouse', 'Mediterranean', 'Barbecue']",4.0
R422,Il Secco,"['Italian', 'Wine Bar', 'Vegetarian Friendly']",4.5
R423,Osteria Carbonaia Mare,"['Italian', 'Seafood', 'Mediterranean', 'Gluten Free Options']",4.5
R424,Don Juanito,"['South American', 'Steakhouse', 'Seafood', 'Argentinean', 'Gluten Free Options']",4.0
R425,Il Salumaio di Montenapoleone,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R426,Ristorante Yazawa Milano,"['Japanese', 'Barbecue']",4.5
R427,Napoli 1820,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R428,Namaste,"['Indian', 'Asian', 'Nepali', 'Vegetarian Friendly', 'Vegan Options']",4.0
R429,Maoji,"['Chinese', 'Vegetarian Friendly', 'Vegan Options']",4.0
R430,Macha Cafe,"['Japanese', 'Cafe', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R431,Pane al Pane Vino al Vino,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R432,L'Angolo Nascosto,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Gluten Free Options']",4.5
R433,Balafon,['African'],4.5
R434,Caputo Pizzeria Ristorante,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R435,The Kitchen,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R436,Ghea,"['Italian', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R437,Il Tegamino,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R438,La Pesa Trattoria 1902,['Italian'],4.0
R439,Ristorante Enrico Bartolini,['Vegetarian Friendly'],5.0
R440,a' Riccione Bistrot,"['Italian', 'Seafood', 'Mediterranean', 'Gluten Free Options']",4.0
R441,Movida,"['Italian', 'Bar', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R442,Il Faro,"['Italian', 'Seafood', 'Mediterranean']",4.0
R443,La Sidreria,"['Italian', 'Contemporary', 'Vegetarian Friendly']",4.0
R444,Pizzeria Cinder Mount,"['Italian', 'Pizza', 'European', 'Mediterranean', 'Vegetarian Friendly']",4.5
R445,Birrificio Lambrate,"['Italian', 'Bar', 'Pub', 'Brew Pub']",4.0
R446,Latteria della Darsena,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R447,Mykonos Ristorante Greco,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",4.0
R448,Fujiyama Sushi bar,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Soups', 'Fusion', 'Gluten Free Options']",4.5
